<Apocalypse:bucketHelm>, 桶头盔
<mw:KedrMag_2>, 20rnd 9x19mm Magazine (Kedr)
<mw:Kobra>, 8-18 Kobra Sight
<mw:KragAction1>, item.mw_KragAction1.name
<mw:KragAction2>, item.mw_KragAction2.name
<mw:KragChamber>, item.mw_KragChamber.name
<mw:Krag_Jorgensen>, Krag Jorgensen
<mw:L115Mag>, item.mw_L115Mag.name
<mw:L96A1Mag_2>, 10rnd 7.62x54mm LAPUA Magazine
<mw:L96Action>, item.mw_L96Action.name
<mw:LP115Bolt2>, item.mw_LP115Bolt2.name
<mw:LVOAVHandGuard>, LVOAV Handguard
<mw:Laser>, UTG Tactical Laser
<mw:Laser2>, LD19206-IR Tactical Laser
<mw:LaserPlaceholder>, item.mw_LaserPlaceholder.name
<mw:LaserProjectile>, item.mw_LaserProjectile.name
<mw:LeadOre>, 铅矿石
<mw:M1014Action>, item.mw_M1014Action.name
<mw:M1014Stock>, M1014 Stock
<mw:M110Action>, item.mw_M110Action.name
<mw:M110Mag_2>, 10rnd 7.62x51mm NATO Magazine
<mw:M110Rail>, item.mw_M110Rail.name
<mw:M134Barrels>, item.mw_M134Barrels.name
<mw:M134Mag>, 1000rnd 7.62x51mm Magazine
<mw:M14Drum50>, 50rnd 7.62x51mm NATO EBR DRUM Magazine
<mw:M16HandGuard>, M16 Handguard
<mw:M16Stock>, M16 Stock
<mw:M16StockTan>, M16 Stock (Tan)
<mw:M1873>, M1873
<mw:M1873action>, item.mw_M1873action.name
<mw:M1897>, M1897
<mw:M1897pump>, item.mw_M1897pump.name
<mw:M18White>, M18 Smoke Grenade (White)
<mw:M1928Mag>, 50rnd .45 ACP Magazine
<mw:M1928Sight>, item.mw_M1928Sight.name
<mw:M1928ThompsonAction>, item.mw_M1928ThompsonAction.name
<mw:M1A1ThompsonAction>, item.mw_M1A1ThompsonAction.name
<mw:M1A1ThompsonSight>, item.mw_M1A1ThompsonSight.name
<mw:M202scope>, item.mw_M202scope.name
<mw:M20Action>, item.mw_M20Action.name
<mw:M20Mag>, item.mw_M20Mag.name
<mw:M249Action>, item.mw_M249Action.name
<mw:M249Belt>, item.mw_M249Belt.name
<mw:M249HandGuard>, M249 Handguard
<mw:M249Hatch>, item.mw_M249Hatch.name
<mw:M249Mag>, 100rnd 5.56x45mm NATO Magazine
<mw:M249Stock>, M249 Stock
<mw:M32Barrel>, item.mw_M32Barrel.name
<mw:M32Cartridge>, item.mw_M32Cartridge.name
<mw:M32Main1B>, item.mw_M32Main1B.name
<mw:M38FrontSight>, item.mw_M38FrontSight.name
<mw:M38HandGuard>, M38 Handguard
<mw:M38Mag_2>, 30rnd 5.56x45mm NATO PMAG Magazine
<mw:M392Action>, item.mw_M392Action.name
<mw:M392Mag>, item.mw_M392Mag.name
<mw:M40A6BoltAction>, item.mw_M40A6BoltAction.name
<mw:M40A6Mag_2>, 7rnd .308 Winchester Magazine
<mw:M41AMag>, item.mw_M41AMag.name
<mw:M45A1Mag14>, 14rnd .45 ACP Magazine
<mw:M45A1Mag_2>, 7rnd .45 ACP Magazine
<mw:M45A1slide>, item.mw_M45A1slide.name
<mw:M45pump>, item.mw_M45pump.name
<mw:M4A1Mag_2>, 30rnd 5.56x45mm NATO STANAG Magazine
<mw:M4BenelliStock>, M4Benelli Stock
<mw:M4CarbineHandGuard>, M4 Carbine Handguard
<mw:M4FrontSight>, AR Front Iron Sight
<mw:M4Grip>, M4 Grip
<mw:M4GripGray>, M4 Grip (Gray)
<mw:M4GripTan>, M4 Grip (Tan)
<mw:M4HandGuard>, M4 Handguard
<mw:M4MagpulHandGuard>, M4 Magpul Handguard
<mw:M4MagpulHandGuardTan>, M4 Magpul Handguard (Tan)
<mw:M4Rail>, item.mw_M4Rail.name
<mw:M4Receiver>, M4 Receiver
<mw:M500A2pump>, item.mw_M500A2pump.name
<mw:M56Mag>, item.mw_M56Mag.name
<mw:M60Belt>, item.mw_M60Belt.name
<mw:M60E4Guard>, M60E4 Handguard
<mw:M60FrontSight>, M60E4 Front Iron Sight
<mw:M60HandGuard>, M60 Handguard
<mw:M60Hatch>, item.mw_M60Hatch.name
<mw:M60Mag>, 100rnd 7.62x51mm Magazine
<mw:M60Rail>, M60 Rail
<mw:M67Frag>, M67 Frag Grenade
<mw:M6CMag>, item.mw_M6CMag.name
<mw:M6CSOCOMMag>, item.mw_M6CSOCOMMag.name
<mw:M6CSOCOMSlide>, item.mw_M6CSOCOMSlide.name
<mw:M6CSOCOMsight>, item.mw_M6CSOCOMsight.name
<mw:M6Cslide>, item.mw_M6Cslide.name
<mw:M712action>, item.mw_M712action.name
<mw:M712mag_2>, 20rnd 7.63x25mm Mauser Magazine
<mw:M79Cartridge>, item.mw_M79Cartridge.name
<mw:M79grenade>, item.mw_M79grenade.name
<mw:M82Mag_2>, 10rnd .50 BMG NATO Magazine
<mw:M8A7Mag>, item.mw_M8A7Mag.name
<mw:M9A1slide>, item.mw_M9A1slide.name
<mw:M9DrumMag>, 65rnd 9x19mm Drum Magazine
<mw:M9Mag30>, 30rnd 9x19mm Magazine
<mw:M9Mag_2>, 15rnd 9x19mm Magazine
<mw:MA37Action>, item.mw_MA37Action.name
<mw:MA37Mag>, item.mw_MA37Mag.name
<mw:MA5DAction>, item.mw_MA5DAction.name
<mw:MA5DMag>, item.mw_MA5DMag.name
<mw:MA5Dcover>, MA5D ICWS Dust Cover
<mw:MG42Mag_2>, 50rnd 7.92x57mm MG Magazine
<mw:MIMP5MHandGuard>, item.mw_MIMP5MHandGuard.name
<mw:MIMP5MRail>, MI MP5 M Rail
<mw:MIMP5TRRail>, MI MP5 TR Rail
<mw:MLOKExtendedHandguard>, MLOK Extended Handguard
<mw:MLOKHandguard>, MLOK Handguard
<mw:MP40Mag_2>, 32rnd 9x19mm MP Magazine
<mw:MP40action>, item.mw_MP40action.name
<mw:MP43E>, MP-43E
<mw:MP43Edoublebarrel>, item.mw_MP43Edoublebarrel.name
<mw:MP443Mag_2>, 18rnd 9x19mm 443 Magazine
<mw:MP443Slide>, item.mw_MP443Slide.name
<mw:MP5A3Stock>, MP5A3 Stock
<mw:MP5A4Stock>, MP5A4 Stock
<mw:MP5A5HandGuard>, MP5A5 Handguard
<mw:MP5A5Mag>, 25rnd 9x19mm HK Magazine
<mw:MP5A5action>, item.mw_MP5A5action.name
<mw:MP5HOGUEGrip>, MP5 Hogue Grip
<mw:MP5SDHandGuard>, MP5SD Handguard
<mw:MagnumChamber>, item.mw_MagnumChamber.name
<mw:MagnumRail>, item.mw_MagnumRail.name
<mw:MagpulCTRStock>, Magpul CTR Stock
<mw:MagpulCTRStockTan>, Magpul CTR Stock (Tan)
<mw:MicroT1>, Micro-T1 Sight
<mw:MilSpecStock>, Mil-Spec Stock
<mw:MilSpecStockTan>, Mil-Spec Stock (Tan)
<mw:MiniNuke>, item.mw_MiniNuke.name
<mw:Mk14EBRaction>, item.mw_Mk14EBRaction.name
<mw:Mk14EBRmag_2>, 20rnd 7.62x51mm NATO EBR Magazine
<mw:Mk14EBRsight>, item.mw_Mk14EBRsight.name
<mw:Mk18HandGuard>, Mk18 Handguard
<mw:Murasaki>, item.mw_Murasaki.name
<mw:NV4Action>, item.mw_NV4Action.name
<mw:NV4Mag>, item.mw_NV4Mag.name
<mw:NightRaiderScope>, Night Raider Scope.name
<mw:P10Mag>, item.mw_P10Mag.name
<mw:P10Slide>, item.mw_P10Slide.name
<mw:P10frontsight>, item.mw_P10frontsight.name
<mw:P226Slide>, item.mw_P226Slide.name
<mw:PSO1>, PSO-1 Scope
<mw:PistolPlaceholder>, item.mw_PistolPlaceholder.name
<mw:Placeholder>, item.mw_Placeholder.name
<mw:PlasmaCapsule>, Type-2 Plasma Capsule
<mw:PlasticPlate>, Plastic Plate
<mw:Python>, Colt Python
<mw:PythonChamber>, item.mw_PythonChamber.name
<mw:QuadBarrelShotgunBarrels>, item.mw_QuadBarrelShotgunBarrels.name
<mw:R870part>, item.mw_R870part.name
<mw:RMRsight>, RMR Sight
<mw:RPG7rocket>, item.mw_RPG7rocket.name
<mw:Radio>, tile.mw_Radio.name
<mw:Radio_rotated>, tile.mw_Radio_rotated.name
<mw:RailAlt>, item.mw_RailAlt.name
<mw:Reflex>, 15 MOA Reflex
<mw:RhinoChamber>, item.mw_RhinoChamber.name
<mw:SCCYCPX2Slide>, item.mw_SCCYCPX2Slide.name
<mw:SL8Action>, item.mw_SL8Action.name
<mw:SRS99Action>, item.mw_SRS99Action.name
<mw:SRS99Mag>, item.mw_SRS99Mag.name
<mw:SRS99Scope>, item.mw_SRS99Scope.name
<mw:SSG42Barrels>, item.mw_SSG42Barrels.name
<mw:STG44Mag_2>, 30rnd 7.92x33mm Magazine
<mw:STG44action>, item.mw_STG44action.name
<mw:SV98BoltAction>, item.mw_SV98BoltAction.name
<mw:SV98Mag_2>, 10rnd 7.62x54mmR Izhmash Magazine
<mw:SV98barrelpiece>, item.mw_SV98barrelpiece.name
<mw:Saiga12action>, item.mw_Saiga12action.name
<mw:Saiga12sights>, item.mw_Saiga12sights.name
<mw:SaigaMag_2>, 5rnd 12G Magazine
<mw:Scar40Mag>, 40rnd 7.62x51mm NATO CQC Magazine
<mw:Scar60Mag>, 60rnd 7.62x51mm NATO CQC Drum Magazine
<mw:ScarAction>, item.mw_ScarAction.name
<mw:ScarHMag_2>, 20rnd 7.62x51mm NATO CQC Magazine
<mw:ScarHStock>, Scar H Stock
<mw:ScarHandGuard>, Scar Handguard
<mw:ScarStock>, Scar Stock
<mw:ServerRackEmptyLeft>, tile.mw_ServerRackEmptyLeft.name
<mw:ServerRackEmptyRight>, tile.mw_ServerRackEmptyRight.name
<mw:ServerRackLeft>, tile.mw_ServerRackLeft.name
<mw:ServerRackLeftAlt>, tile.mw_ServerRackLeftAlt.name
<mw:ServerRackLeftAlt2>, tile.mw_ServerRackLeftAlt2.name
<mw:ServerRackLeftAlt3>, tile.mw_ServerRackLeftAlt3.name
<mw:ServerRackRight>, tile.mw_ServerRackRight.name
<mw:ServerRackRightAlt>, tile.mw_ServerRackRightAlt.name
<mw:ServerRackTopLeft>, tile.mw_ServerRackTopLeft.name
<mw:ServerRackTopRight>, tile.mw_ServerRackTopRight.name
<mw:Shotgun12Gauge>, 12 Gauge Shotgun Shell
<mw:Shotgun4G>, 4 Gauge Shotgun Shell
<mw:Shotgun4Gauge>, item.mw_Shotgun4Gauge.name
<mw:ShotgunRail>, Shotgun Rail
<mw:ShotgunShell>, 12 Gauge Shotgun Shell
<mw:Silencer12Gauge>, 12 Gauge Silencer
<mw:Silencer300AACBlackout>, .300 AAC Blackout Silencer
<mw:Silencer357>, .357 Silencer
<mw:Silencer45ACP>, .45 ACP Silencer
<mw:Silencer50BMG>, .50 BMG Silencer
<mw:Silencer556x39>, 5.45x39mm Silencer
<mw:Silencer556x45>, 5.56x45mm NATO Silencer
<mw:Silencer57x38>, 5.7x28mm Silencer
<mw:Silencer65x39>, 6.5x39mm NATO Silencer
<mw:Silencer762x39>, 7.62x39mm Silencer
<mw:Silencer762x51>, 7.62x51mm NATO Silencer
<mw:Silencer762x54>, 7.62x54mm Silencer
<mw:Silencer9mm>, 9(x18/19)mm Silencer
<mw:Silencer9x39mm>, 9x39mm Silencer
<mw:SilencerMP5>, item.mw_SilencerMP5.name
<mw:SilencerMP7>, 4.6x30mm Silencer
<mw:Spas12Stock>, Spas12 Stock
<mw:Specter>, Elcan Specter SFOV4-A1
<mw:Springfield>, M1903 Springfield
<mw:SpringfieldAction>, item.mw_SpringfieldAction.name
<mw:SpringfieldRearSight>, item.mw_SpringfieldRearSight.name
<mw:Stanag100>, 100rnd 5.56x45mm NATO STANAG Drum Magazine
<mw:Stanag50>, 50rnd 5.56x45mm NATO STANAG Drum Magazine
<mw:Stanag60>, 60rnd 5.56x45mm NATO STANAG Drum Magazine
<mw:SteelDust>, Steel Dust
<mw:SteelIngot>, 钢锭
<mw:StubbyGrip>, Stubby Grip
<mw:SulfurOre>, 硫矿石
<mw:SulfureDust>, Sulfur Dust
<mw:Super90Pump>, item.mw_Super90Pump.name
<mw:SupernovaAction>, item.mw_SupernovaAction.name
<mw:SupernovaPump>, item.mw_SupernovaPump.name
<mw:SyntheticPlastic>, Synthetic Plastic
<mw:SyntheticPolymerComposite>, Synthetic Polymer Composite
<mw:TinIngot>, 锡锭
<mw:TinOre>, 锡矿石
<mw:Type2Mag>, item.mw_Type2Mag.name
<mw:Type2Part>, item.mw_Type2Part.name
<mw:Type2Sight>, item.mw_Type2Sight.name
<mw:Type51Action>, item.mw_Type51Action.name
<mw:Type51Mag>, item.mw_Type51Mag.name
<mw:UTGTriRailHandGuard>, UTG Tri Rail Handguard
<mw:UziAction>, item.mw_UziAction.name
<mw:UziIronSight>, item.mw_UziIronSight.name
<mw:UziMag_2>, 32rnd 9x19mm Magazine
<mw:UziRelease>, item.mw_UziRelease.name
<mw:VGrip>, Foregrip
<mw:VLTORReceiver>, VLTOR Receiver
<mw:VP70mag_2>, 18rnd 9x19mm Magazine
<mw:VP70slide>, item.mw_VP70slide.name
<mw:VSSVintorezAction>, item.mw_VSSVintorezAction.name
<mw:VSSVintorezMag_2>, 20rnd 9x39mm Magazine
<mw:VeprDustCover>, Vepr Dust Cover
<mw:VolkMag>, item.mw_VolkMag.name
<mw:Volkaction>, item.mw_Volkaction.name
<mw:Vortex_sight>, Vortex UH-1 Holographic
<mw:aac_honey_badger>, AAC Honey Badger
<mw:acr>, Remington ACR
<mw:ak101>, AK-101
<mw:ak103_bullpup>, AK-103 Bullpup
<mw:ak15>, AK-15
<mw:ak47>, AK-47
<mw:albert01R_slide>, item.mw_albert01R_slide.name
<mw:albert_01r>, Albert-01R
<mw:ammo_box>, tile.mw_ammo_box.name
<mw:aps>, APS
<mw:artillery_PROP>, tile.mw_artillery_PROP.name
<mw:as50>, AS50
<mw:assault_backpack>, Assault Backpack
<mw:barrel>, tile.mw_barrel.name
<mw:barrier>, tile.mw_barrier.name
<mw:barrier_rotated>, tile.mw_barrier_rotated.name
<mw:baseball_bat>, Baseball Bat
<mw:baseball_bat_nails>, Baseball Bat w/ Nails
<mw:bergen_backpack>, Bergen Backpack
<mw:bfg_9000>, BFG 9000
<mw:black_flyye_field_compact_plate_carrier>, (Black) Flyye Field Compact Plate Carrier
<mw:black_flyye_molle_rrv>, (Black) Flyye Molle RRV
<mw:black_force_recon_vest>, (Black) Force Recon Vest
<mw:black_tru_spec_cordura_backpack>, (Black) Tru-Spec Cordura Backpack
<mw:blackhawk_ballistic_vest>, item.mw_blackhawk_ballistic_vest.name
<mw:blackhawk_stealth_backpack>, Blackhawk Stealth Backpack
<mw:blank>, tile.mw_blank.name
<mw:body_bag>, tile.mw_body_bag.name
<mw:br55>, BR-55
<mw:camera_rotated>, tile.mw_camera_rotated.name
<mw:caution_sign>, tile.mw_caution_sign.name
<mw:ceiling_lamp>, tile.mw_ceiling_lamp.name
<mw:ceiling_lamp_alt>, tile.mw_ceiling_lamp_alt.name
<mw:ceiling_tv>, tile.mw_ceiling_tv.name
<mw:ceiling_tv_rotated>, tile.mw_ceiling_tv_rotated.name
<mw:chainsaw>, Chainsaw
<mw:chiappa_rhino>, item.chiappa_rhino.name
<mw:chiappa_triple_crown>, Chiappa Triple Crown.name
<mw:colt_m45a1>, Colt M45A1
<mw:combat_sustainment_backpack>, Combat Sustainment Backpack
<mw:csa16>, CSA-16
<mw:cz805_bren>, CZ-805 Bren
<mw:desert_eagle>, IMI Desert Eagle
<mw:desert_mil_spec_alice_backpack>, (Desert) Mil-Spec Alice Backpack
<mw:desert_tactical_push_backpack>, (Desert) Tactical Push Pack
<mw:desert_tru_spec_cordura_backpack>, (Desert) Tru-Spec Cordura Backpack
<mw:desk_corner>, tile.mw_desk_corner.name
<mw:desk_corner_alt1>, tile.mw_desk_corner_alt1.name
<mw:desk_left>, tile.mw_desk_left.name
<mw:desk_left_alt1>, tile.mw_desk_left_alt1.name
<mw:desk_middle>, tile.mw_desk_middle.name
<mw:desk_middle_alt1>, tile.mw_desk_middle_alt1.name
<mw:desk_right>, tile.mw_desk_right.name
<mw:desk_right_alt1>, tile.mw_desk_right_alt1.name
<mw:desk_shelf>, tile.mw_desk_shelf.name
<mw:desk_shelf_alt1>, tile.mw_desk_shelf_alt1.name
<mw:desk_shelf_alt2>, tile.mw_desk_shelf_alt2.name
<mw:desk_shelf_alt3>, tile.mw_desk_shelf_alt3.name
<mw:duffle_bag>, Duffle Bag
<mw:dumpster>, tile.mw_dumpster.name
<mw:electric_box>, tile.mw_electric_box.name
<mw:electric_box_opened>, tile.mw_electric_box_opened.name
<mw:esa23>, ESA-23
<mw:explosive_barrel>, tile.mw_explosive_barrel.name
<mw:f2000>, FN F2000
<mw:f4m_terminator_backpack>, F4M Terminator Backpack
<mw:fatman>, Fatman
<mw:filingcabinet>, tile.mw_filingcabinet.name
<mw:filingcabinet_opened>, tile.mw_filingcabinet_opened.name
<mw:flyye_field_compact_plate_carrier>, Flyye Field Compact Plate Carrier
<mw:flyye_molle_rrv>, Flyye Molle RRV
<mw:force_recon_vest>, Force Recon Vest
<mw:forest_assault_backpack>, (Forest) Assault Backpack
<mw:forest_bergen_backpack>, (Forest) Bergen Backpack
<mw:forest_blackhawk_stealth_backpack>, (Forest) Blackhawk Stealth Backpack
<mw:forest_combat_sustainment_backpack>, (Forest) Combat Sustainment Backpack
<mw:forest_f4m_terminator_backpack>, (Forest) F4M Terminator Backpack
<mw:forest_flyye_field_compact_plate_carrier>, (Forest) Flyye Field Compact Plate Carrier
<mw:forest_force_recon_vest>, (Forest) Force Recon Vest
<mw:forest_sso_attack_2>, (Forest) SSO Attack II Backpack
<mw:forklift>, tile.mw_forklift.name
<mw:forklift_alt>, tile.mw_forklift_alt.name
<mw:fort_armor>, 6B43 6A Body Armor
<mw:fridge_closed>, tile.mw_fridge_closed.name
<mw:fridge_open>, tile.mw_fridge_open.name
<mw:frommer_stop>, Frommer Stop
<mw:g2_gunslinger2_backpack>, G2 Gunslinger II Backpack
<mw:g36c>, HK G36C
<mw:gas-detector>, Gas Detector
<mw:gas_can>, Gas Can (PROP)
<mw:gl06>, GL-06
<mw:glock_18c>, Glock-18C
<mw:glock_19>, Glock-19
<mw:gpca1>, GPC-A1
<mw:hammer_down_vest>, item.mw_hammer_down_vest.name
<mw:hanging_body>, tile.mw_hanging_body.name
<mw:har_27>, HAR-27
<mw:he_standard_combat_shotgun>, HE-SCS
<mw:hecu_boots>, H.E.C.U. Boots
<mw:hecu_chest>, H.E.C.U. Torso Fatigues
<mw:hecu_helmet>, H.E.C.U. Helmet
<mw:hecu_vest>, item.mw_hecu_vest.name
<mw:home_chair>, tile.mw_home_chair.name
<mw:home_chair_rotated>, tile.mw_home_chair_rotated.name
<mw:impaled_body>, tile.mw_impaled_body.name
<mw:juggernaut_body_armor>, item.mw_juggernaut_body_armor.name
<mw:juggernaut_boots>, Juggernaut Boots
<mw:juggernaut_chest>, Juggernaut Chestpiece
<mw:juggernaut_helmet>, Juggernaut Helmet
<mw:kbp_9a91>, KBP 9A-91 Carbine
<mw:kcpd_boots>, KCPD boots
<mw:kcpd_chest>, KCPD vest
<mw:ks23>, KS-23
<mw:l96a1>, L96A1
<mw:laptop>, tile.mw_laptop.name
<mw:leadingot>, 铅锭
<mw:locker>, tile.mw_locker.name
<mw:m1014>, M1014
<mw:m110_sass>, M110 SASS
<mw:m134>, M134
<mw:m16a4>, M16A4
<mw:m1928_thompson>, M1928 Thompson
<mw:m1a1_thompson>, M1A1 Thompson
<mw:m20>, M20 PDW
<mw:m202>, M202 FLASH
<mw:m202rocket>, M202 Rocket
<mw:m202rockets>, item.mw_m202rockets.name
<mw:m249>, item.m249.name
<mw:m2a1_sight>, M2A1 Sight
<mw:m32_mgl>, M32 MGL
<mw:m38_dmr>, M38 DMR
<mw:m392>, M392 DMR
<mw:m40a6>, M40A6
<mw:m40gasmask_helmet>, M40 Gas Mask
<mw:m41a>, M41A
<mw:m45>, M45
<mw:m4a1>, M4A1
<mw:m500a2>, M500A2
<mw:m56>, M56 ESG
<mw:m60e4>, M60E4
<mw:m6c>, M6C Magnum
<mw:m6c_socom>, M6C SOCOM
<mw:m712>, M712
<mw:m79>, M79 GL
<mw:m82_barrett>, M82 Barrett
<mw:m82action>, item.mw_m82action.name
<mw:m8a7>, M8A7
<mw:m9a1>, M9A1 Beretta
<mw:ma37_icws>, MA37 ICWS
<mw:ma5d>, MA5D ICWS
<mw:marine_boots>, Marine Boots
<mw:marine_chest>, Marine Chestplate
<mw:marine_helmet>, Marine Helmet
<mw:marine_vest>, item.mw_marine_vest.name
<mw:medical_crate>, tile.mw_medical_crate.name
<mw:merc_boots>, Blackhawk Merc. Boots
<mw:merc_chest>, Blackhawk Merc. Torso
<mw:merc_helmet>, Blackhawk Merc. Helmet
<mw:mg42>, MG-42
<mw:mg42action>, item.mw_mg42action.name
<mw:mg42belt>, item.mw_mg42belt.name
<mw:mg42latch>, item.mw_mg42latch.name
<mw:mil_spec_alice_backpack>, Mil-Spec Alice Backpack
<mw:mininuke>, Mini-Nuke
<mw:mk14_ebr>, Mk14 EBR
<mw:mkv_blue_boots>, Spartan MkV Boots (Blue)
<mw:mkv_blue_chest>, Spartan MkV Chestpiece (Blue)
<mw:mkv_blue_helmet>, Spartan MkV Helmet (Blue)
<mw:mkv_blue_odst_boots>, ODST Integ. MkV Boots (Blue)
<mw:mkv_blue_odst_chest>, ODST Integ. MkV Chestpiece (Blue)
<mw:mkv_blue_odst_helmet>, ODST Integ. MkV Helmet (Blue)
<mw:mkv_default_boots>, Spartan MkV Boots
<mw:mkv_default_chest>, Spartan MkV Chestpiece
<mw:mkv_default_helmet>, Spartan MkV Helmet
<mw:mkv_default_odst_boots>, ODST Integ. MkV Boots
<mw:mkv_default_odst_chest>, ODST Integ. MkV Chestpiece
<mw:mkv_default_odst_helmet>, ODST Integ. MkV Helmet
<mw:mkv_green_boots>, Spartan MkV Boots (Green)
<mw:mkv_green_chest>, Spartan MkV Chestpiece (Green)
<mw:mkv_green_helmet>, Spartan MkV Helmet (Green)
<mw:mkv_green_odst_boots>, ODST Integ. MkV Boots (Green)
<mw:mkv_green_odst_chest>, ODST Integ. MkV Chestpiece (Green)
<mw:mkv_green_odst_helmet>, ODST Integ. MkV Helmet (Green)
<mw:mkv_red_boots>, Spartan MkV Boots (Red)
<mw:mkv_red_chest>, Spartan MkV Chestpiece (Red)
<mw:mkv_red_helmet>, Spartan MkV Helmet (Red)
<mw:mkv_red_odst_boots>, ODST Integ. MkV Boots (Red)
<mw:mkv_red_odst_chest>, ODST Integ. MkV Chestpiece (Red)
<mw:mkv_red_odst_helmet>, ODST Integ. MkV Helmet (Red)
<mw:mkvi_main_boots>, Spartan MkVI Boots (Green)
<mw:mkvi_main_chest>, Spartan MkVI Chestpiece (Green)
<mw:mkvi_main_helmet>, Spartan MkVI Helmet (Green)
<mw:mkviblue_boots>, Spartan MkVI Boots (Blue)
<mw:mkviblue_chest>, Spartan MkVI Chestpiece (Blue)
<mw:mkviblue_helmet>, Spartan MkVI Helmet (Blue)
<mw:mkvidefault_boots>, Spartan MkVI Boots
<mw:mkvidefault_chest>, Spartan MkVI Chestpiece
<mw:mkvidefault_helmet>, Spartan MkVI Helmet
<mw:mkvired_boots>, Spartan MkVI Boots (Red)
<mw:mkvired_chest>, Spartan MkVI Chestpiece (Red)
<mw:mkvired_helmet>, Spartan MkVI Helmet (Red)
<mw:monitor>, tile.mw_monitor.name
<mw:mp40>, MP-40
<mw:mp5a5>, HK MP5A5
<mw:mp_443>, MP-443 Grach
<mw:nazisanta_boots>, Third Reich Santa Boots
<mw:nazisanta_chest>, Third Reich Santa Coat
<mw:nazisanta_helmet>, Third Reich Santa Hat
<mw:ncr_boots>, NCR Boots
<mw:ncr_chest>, NCR Fatigues
<mw:ncr_helmet>, NCR helmet
<mw:night_stick>, Night Stick
<mw:nv4>, NV4
<mw:office_chair>, tile.mw_office_chair.name
<mw:office_chair_2>, tile.mw_office_chair_2.name
<mw:okp7>, OKP-7 Sight
<mw:operating_table>, tile.mw_operating_table.name
<mw:operating_table_alt>, tile.mw_operating_table_alt.name
<mw:outdoor_chair>, tile.mw_outdoor_chair.name
<mw:outdoor_chair_rotated>, tile.mw_outdoor_chair_rotated.name
<mw:p10>, P10
<mw:p226>, SIG P226
<mw:pc>, tile.mw_pc.name
<mw:pilgrim_backpack>, Pilgrim Backpack
<mw:pp91_kedr>, PP-91 Kedr
<mw:quad_barrel_shotgun>, Quad-Barrel Shotgun.name
<mw:r870pump>, item.mw_r870pump.name
<mw:remington870>, Remington-870
<mw:rpg7>, RPG-7
<mw:rpg7_rocket>, RPG-7 Rocket
<mw:russian_weapons_case>, tile.mw_russian_weapons_case.name
<mw:saiga12>, Saiga 12
<mw:santa_boots>, Santa Boots
<mw:santa_chest>, Santa Coat
<mw:santa_helmet>, Santa Beret
<mw:scar_boots>, SCAR Combat EVA Boots
<mw:scar_chest>, SCAR Combat EVA Rig
<mw:scar_h_cqc>, Mk17 CQC Scar-H
<mw:scar_helmet>, SCAR Combat EVA Helmet
<mw:scar_l>, Mk16 Scar-L
<mw:scar_vest>, item.mw_scar_vest.name
<mw:sccy_cpx_2>, item.sccy_cpx_2.name
<mw:sccy_cpx_2_mag>, item.mw_sccy_cpx_2_mag.name
<mw:scp_locker>, tile.mw_scp_locker.name
<mw:shelf_left>, tile.mw_shelf_left.name
<mw:shelf_right>, tile.mw_shelf_right.name
<mw:shelf_top>, tile.mw_shelf_top.name
<mw:silencer_eabh>, EABH Silencer
<mw:sl8>, HK SL8
<mw:spas_12>, Spas-12
<mw:spawnEggDefiled Zombie>, Spawn Defiled Zombie
<mw:spawnEggbandit1>, Spawn bandit1
<mw:spawnEggdeathclaw>, Spawn deathclaw
<mw:spawnEgghazmat_zombie>, Spawn hazmat_zombie
<mw:spawnEgglicker>, Spawn licker
<mw:spawnEggnecromorph>, Spawn necromorph
<mw:spawnEggtornzombie>, Spawn tornzombie
<mw:spawnEggzombie>, Spawn zombie
<mw:spawnEggzombieBlistered>, Spawn zombieBlistered
<mw:spawnEggzombieRipper>, Spawn zombieRipper
<mw:spec_ops_boots>, Spec-Ops Boots
<mw:spec_ops_chest>, Spec-Ops Torso
<mw:spec_ops_helmet>, Spec-Ops Helmet
<mw:spetznaz_boots>, Spetsnaz Boots
<mw:spetznaz_chest>, Spetsnaz Chestplate
<mw:spetznaz_helmet>, Spetsnaz Helmet
<mw:sr3_vikhr>, SR-3 Vikhr
<mw:srs99>, SRS-99 AMSR
<mw:ssg42>, SSG-42 MkII-DS
<mw:sso_attack_2>, SSO Attack II Backpack
<mw:stars_boots>, S.T.A.R.S. Boots
<mw:stars_chest>, S.T.A.R.S. Torso Fatigues
<mw:stg44>, StG-44
<mw:super90>, Benelli Super-90
<mw:supernova>, Benelli Supernova
<mw:supply_drop>, tile.mw_supply_drop.name
<mw:sv98>, Izhmash SV-98
<mw:sw_500_magnum>, S&W .500 Magnum
<mw:swat_boots>, Swat Boots
<mw:swat_chest>, Swat Chestplate
<mw:swat_helmet>, Swat Helmet
<mw:swat_vest>, item.mw_swat_vest.name
<mw:t60_boots>, T-60 Boots
<mw:t60_chest>, T-60 ChestRig
<mw:t60_helmet>, T-60 Helmet
<mw:tablet>, item.mw_tablet.name
<mw:tactical_helmet>, Tactical Nightvision Goggles
<mw:tactical_push_backpack>, Tactical Push Pack
<mw:tactical_tomahawk>, Tactical Tomahawk
<mw:taurus_raging_hunter>, Taurus Raging Hunter .44 Magnum
<mw:trash_bin>, tile.mw_trash_bin.name
<mw:tri_zip_backpack>, Tri-Zip Backpack
<mw:tru_spec_cordura_backpack>, Tru-Spec Cordura Backpack
